시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일,image_url,nmap_url
성곡미술관,반려동물업,반려동반여행,미술관,서울특별시,종로구,사직동,,1-101 번지,경희궁길,42 번,37.57351051,126.969704,3175,서울특별시 종로구 경희궁길 42,서울특별시 종로구 신문로2가 1-101,02-737-7650,http://www.sungkokmuseum.org/,매주 월요일,화~일 10:00~18:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230805_186/1691214786020BUUCJ_JPEG/230329_%BC%BA%B0%EE_%BF%F8%B0%E8%C8%AB_resize_%288%29.jpg,https://map.naver.com/p/entry/place/11620365
성곡반려견놀이터,반려동물업,반려동반여행,여행지,경기도,안산시 단원구,성곡동,,696 번지,,,37.32350549,126.736686,15423,,경기도 안산시 단원구 성곡동 696,031-481-3647,정보없음,"설, 추석 연휴, 매주 월요일",화~일 10:00~19:00,Y,없음,Y,해당없음,모두 가능,"반려동물 등록, 접종 필수, 목줄, 배변봉투",N,Y,"관광지, 13세 미만 보호자 동반 필수",없음,2022.11.30,http://blogfiles.naver.net/MjAxODA3MDZfMTA1/MDAxNTMwODQyNjk5Mjg1.VwXv0eJXMYETQ73Mvl05ACPjK_NaOUKjhgX8rZ93mzQg.A8hjHemSDpGcs9uIHoNMBhu5Hh6uYkZPmei4RWa5C8wg.JPEG.cityansan/%B4%EB%C7%A5%BB%E7%C1%F8.jpg#709x366,https://map.naver.com/p/entry/place/1809988002
성균관대학교박물관,반려동물업,반려동반여행,박물관,서울특별시,종로구,혜화동,,53-21 번지,성균관로,25-2 번,37.58722841,126.993115,3063,서울특별시 종로구 성균관로 25-2,서울특별시 종로구 명륜3가 53-21,02-760-1216,https://swb.skku.edu/museum,"9월25일, 9월 28일, 법정공휴일, 매주 토, 일",월~금 10:00~16:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,http://blogfiles.naver.net/20120927_276/ukb0914_1348731695949cCCD7_JPEG/20120927_140525.jpg#572x435,https://map.naver.com/p/entry/place/12805176
성남아트센터,반려동물업,반려동반여행,문예회관,경기도,성남시 분당구,야탑동,,757 번지,성남대로,808 번,37.40295657,127.13056,13514,경기도 성남시 분당구 성남대로 808,경기도 성남시 분당구 야탑동 757,031-783-8000,www.snart.or.kr,전시공연에 따라 변동,매일 10:00~22:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20220808_76/1659921312360xOXqA_JPEG/02._%BC%BA%B3%B2%BE%C6%C6%AE%BC%BE%C5%CD_%C0%FC%B0%E6_%BE%DF%B0%A3.jpg,https://map.naver.com/p/entry/place/11847104
성남큐브미술관,반려동물업,반려동반여행,미술관,경기도,성남시 분당구,야탑동,,757 번지,성남대로,808 번,37.40295657,127.13056,13514,경기도 성남시 분당구 성남대로 808,경기도 성남시 분당구 야탑동 757,031-783-8000,www.snab.or.kr,매주 월요일,화~일 10:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190320_49/1553058742731Po5h3_JPEG/5LUDXruy5OCVPg4ZbwQM-J1c.jpg,https://map.naver.com/p/entry/place/30927158
성마루미술관,반려동물업,반려동반여행,미술관,충청북도,충주시,대소원면,장성리,243 번지,장성길,38-1 번,36.96136388,127.838825,27472,충청북도 충주시 대소원면 장성길 38-1,충청북도 충주시 대소원면 장성리 243,043-848-7200,https://blog.naver.com/sungmaruart,매주 월요일,화~일 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,,https://map.naver.com/p/entry/place/17569509
성북구립미술관,반려동물업,반려동반여행,미술관,서울특별시,성북구,성북동,,246 번지,성북로,134 번,37.5948372,126.994887,2837,서울특별시 성북구 성북로 134,서울특별시 성북구 성북동 246,02-6925-5011,"http://sma.sbculture.or.kr/,","1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~18:00,N,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20191009_48/1570626308700ytvHQ_JPEG/Jos7TpcF_7EORvUsA1-BZ4S9.jpg,https://map.naver.com/p/entry/place/13416450
성북선잠박물관,반려동물업,반려동반여행,박물관,서울특별시,성북구,성북동,,66-21 번지,성북로,96 번,37.5932329,126.99822,2837,서울특별시 성북구 성북로 96,서울특별시 성북구 성북동 66-21,02-744-0025,museum.sb.go.kr,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~18:00,Y,1000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20180308_205/1520474983058OSigB_JPEG/y2jkoO5XyDJj4rC4PJqxdtUN.jpg,https://map.naver.com/p/entry/place/1135719259
성산공원,반려동물업,반려동반여행,여행지,전라북도,김제시,교동,,38-2 번지,향교길,89-22 번,35.80106387,126.879348,54387,전라북도 김제시 향교길 89-22,전라북도 김제시 교동 38-2,063-540-3224,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,http://blogfiles.naver.net/20150918_227/koisale_1442534815595TuMUq_JPEG/%BC%BA%BB%EA%B1%D9%B8%B0%B0%F8%BF%F8_20150903_134942.jpg#900x511,https://map.naver.com/p/entry/place/16722917
성산공원,반려동물업,반려동반여행,여행지,전라남도,여수시,화장동,,949 번지,화산로,89 번,34.77438325,127.647573,59642,전라남도 여수시 화산로 89,전라남도 여수시 화장동 949,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/17289533
성산일출봉 펜션,반려동물업,반려동반여행,펜션,제주특별자치도,서귀포시,성산읍,성산리,154-2 번지,일출로,271 번,33.46200674,126.934035,63643,제주특별자치도 서귀포시 성산읍 일출로 271,제주특별자치도 서귀포시 성산읍 성산리 154-2,064-782-2204,https://seongsan1.modoo.at/?link=4bliit5b,연중무휴,매일 15:00~11:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,펜션,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190325_194/1553509164081pxU0H_JPEG/sKlf-5HZP3kmvGU0PagLubf3.jpg,https://map.naver.com/p/entry/place/11459720
성산패총전시관,반려동물업,반려동반여행,박물관,경상남도,창원시 성산구,외동,,853-7 번지,성산패총로,137 번,35.20793133,128.679274,51534,경상남도 창원시 성산구 성산패총로 137,경상남도 창원시 성산구 외동 853-7,055-225-7161,https://www.culture.go.kr/space/facilityView.do?seq=3649,"1월1일, 설, 추석 당일, 매주 월요일","화~일 하절기 09:00~18:00, 동절기 09:00~17:00",N,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/15809734
성수종합사회복지회관,반려동물업,반려동반여행,문예회관,서울특별시,성동구,성수1가1동,,656-323 번지,뚝섬로1길,43 번,37.54542883,127.046948,4778,서울특별시 성동구 뚝섬로1길 43,서울특별시 성동구 성수동1가 656-323,02-2204-7561,http://www.hycusc.or.kr/,전시공연에 따라 변동,매일 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,,https://map.naver.com/p/entry/place/18786908
성신여자대학교박물관,반려동물업,반려동반여행,박물관,서울특별시,성북구,돈암동,,173-1 번지,보문로34다길,2 번,37.59165248,127.022146,2844,서울특별시 성북구 보문로34다길 2,서울특별시 성북구 돈암동 173-1,02-920-7325,http://museum.sungshin.ac.kr,"매주 토, 일, 방학기간",월~금 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_123/1441038859634C6Q1D_JPEG/11784551_0.jpg,https://map.naver.com/p/entry/place/11784551
성안미술관,반려동물업,반려동반여행,미술관,제주특별자치도,제주시,아라일동,,2349-1 번지,중앙로,470 번,33.48110387,126.54161,63236,제주특별자치도 제주시 중앙로 470,제주특별자치도 제주시 아라일동 2349-1,064-729-9175,정보없음,매주 월요일,화~일 10:00~19:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1802454115
성암미술관,반려동물업,반려동반여행,미술관,대전광역시,유성구,봉명동,,541-16 번지,온천동로,19-1 번,36.35367969,127.348841,34187,대전광역시 유성구 온천동로 19-1,대전광역시 유성구 봉명동 541-16,042-822-7882,http://성암미술관.한국s,"1월1일, 설, 추석 연휴, 매주 월~수, 법정공휴일",목~금 13:00~17:30,Y,4000원,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_180/1441074337109nmV5K_JPEG/21060792_0.jpg,https://map.naver.com/p/entry/place/21060792
성주군문화예술회관,반려동물업,반려동반여행,문예회관,경상북도,성주군,성주읍,성산리,161-1 번지,성산9길,45 번,35.91837543,128.301296,40032,경상북도 성주군 성주읍 성산9길 45,경상북도 성주군 성주읍 성산리 161-1,054-933-6912,www.sj.go.kr/scac,매주 월요일,화~일 10:00~17:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_266/1441033409781wA9Is_JPEG/116664604755263_0.jpg,https://map.naver.com/p/entry/place/13413098
성주성산동고분군전시관,반려동물업,반려동반여행,박물관,경상북도,성주군,성주읍,성산리,822 번지,성산4길,37 번,35.90667894,128.298339,40033,경상북도 성주군 성주읍 성산4길 37,경상북도 성주군 성주읍 성산리 822,054-930-8355,https://sj.go.kr/goboongoon/main.do,매주 월요일,화~일 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1128238606
성호박물관,반려동물업,반려동반여행,박물관,경기도,안산시 상록구,부곡동,,709 번지,성호로,131 번,37.31507523,126.859577,15316,경기도 안산시 상록구 성호로 131,경기도 안산시 상록구 부곡동 709,031-481-2574,seongho.ansan.go.kr,매주 월요일,화~일 09:00~18:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20210721_76/1626833272893qYVad_JPEG/htF4QGn-QJz397hHQZKDxX9J.jpg,https://map.naver.com/p/entry/place/11781349
세계골프역사박물관,반려동물업,반려동반여행,박물관,서울특별시,강남구,대치동,,945-5 번지,테헤란로,528 번,37.50809527,127.062,6181,서울특별시 강남구 테헤란로 528,서울특별시 강남구 대치동 945-5,02-2192-3005,www.superiori.com,"매주 일요일, 법정공휴일",월~토 10:00~17:00,Y,5000원,Y,해당없음,소형,안고 있어야 함,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_209/1441101075486q0aeW_JPEG/156756558521211_0.jpeg,https://map.naver.com/p/entry/place/34585596
세계꽃식물원,반려동물업,반려동반여행,여행지,충청남도,아산시,도고면,봉농리,576 번지,아산만로,37-37 번,36.75038367,126.859136,31549,충청남도 아산시 도고면 아산만로 37-37,충청남도 아산시 도고면 봉농리 576,041-544-0746,http://liaf.kr/,연중무휴,매일 9:00~18:00,Y,8000원,Y,해당없음,소형/중형,목줄,N,Y,관광지,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_245/1440996861527EWi0V_JPEG/11567049_0.jpg,https://map.naver.com/p/entry/place/11567049
세계민속악기박물관,반려동물업,반려동반여행,박물관,경기도,파주시,탄현면,법흥리,1652-213 번지,헤이리마을길,63-26 번,37.78950759,126.699378,10859,경기도 파주시 탄현면 헤이리마을길 63-26,경기도 파주시 탄현면 법흥리 1652-213,031-946-9838,"www,e-musictour.com",매주 월요일,화~일 09:30~17:30,Y,5000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230315_128/1678843299269vxlqU_JPEG/%BE%C7%B1%E2%B9%DA%B9%B0%B0%FC1%C5%A9%B1%E2%BA%AF%C8%AF.jpg,https://map.naver.com/p/entry/place/11783468
세계술문화박물관,반려동물업,반려동반여행,박물관,충청북도,충주시,중앙탑면,탑평리,51-1 번지,탑정안길,12 번,37.01850597,127.865633,27447,충청북도 충주시 중앙탑면 탑정안길 12,충청북도 충주시 중앙탑면 탑평리 51-1,043-855-7333,www.liquorium.com,연중무휴,매일 09:00~18:00,Y,5000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240805_281/1722826625049tQwDk_JPEG/1000049659.jpg,https://map.naver.com/p/entry/place/1947047206
세계술박물관,반려동물업,반려동반여행,박물관,제주특별자치도,서귀포시,표선면,하천리,1814-1 번지,한마음초등로,431 번,33.35397099,126.817593,63627,제주특별자치도 서귀포시 표선면 한마음초등로 431,제주특별자치도 서귀포시 표선면 하천리 1814-1,064-787-9500,www.worlm.co.kr,연중무휴,매일 09:00~18:00,Y,5000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://naverbooking-phinf.pstatic.net/20220914_64/1663146037413yyXdH_JPEG/%BC%FA%B9%DA%B9%B0%B0%FC.jpg,https://map.naver.com/p/entry/place/34585311
세계인형박물관,반려동물업,반려동반여행,박물관,경기도,파주시,탄현면,법흥리,1652-485 번지,헤이리마을길,76-100 번,37.78685804,126.702108,10859,경기도 파주시 탄현면 헤이리마을길 76-100,경기도 파주시 탄현면 법흥리 1652-485,031-947-2575,www.worlddoll.net,매주 월~목,금~일 10:00~17:30,Y,5000원,Y,해당없음,모두 가능,"야외만 반려동물 동반 가능, 목줄",Y,N,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/36734375
세계자동차 피아노박물관,반려동물업,반려동반여행,박물관,제주특별자치도,서귀포시,안덕면,상창리,2065-4 번지,중산간서로,1610 번,33.28294238,126.34901,63526,제주특별자치도 서귀포시 안덕면 중산간서로 1610,제주특별자치도 서귀포시 안덕면 상창리 2065-4,064-792-3000,www.koreaautomuseum.com,연중무휴,매일 09:00~18:00,Y,13000원,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,"박물관, 우천 시 어린이 체험장 휴관",없음,2022.11.30,https://ldb-phinf.pstatic.net/20221219_72/1671427395844X5OuM_JPEG/0.jpg,https://map.naver.com/p/entry/place/12818600
세계장신구박물관,반려동물업,반려동반여행,박물관,서울특별시,종로구,화동,,75-3 번지,북촌로5나길,2 번,37.5809772,126.981806,3053,서울특별시 종로구 북촌로5나길 2,서울특별시 종로구 화동 75-3,02-730-1610,www.wjmuseum.com,연중무휴,매일 10:00~18:00,Y,10000원,N,해당없음,해당없음,해당없음,Y,N,"박물관, 사전예약 필수",없음,2022.11.30,https://ldb-phinf.pstatic.net/20220516_292/16527058830071wNys_JPEG/%B9%DA%B9%B0%B0%FC%C0%FC%B0%E6%28side%29.jpg,https://map.naver.com/p/entry/place/11569765
세계조가비박물관,반려동물업,반려동반여행,박물관,제주특별자치도,서귀포시,서홍동,,557-1 번지,태평로,284 번,33.24744266,126.55163,63594,제주특별자치도 서귀포시 태평로 284,제주특별자치도 서귀포시 서홍동 557-1,064-762-5551,www.wsmuseum.co.kr,연중무휴,매일 09:30~18:00,Y,6000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://naverbooking-phinf.pstatic.net/20240802_200/17225740525302KfWL_JPEG/%C1%B6%B0%A1%BA%F1%B9%DA%B9%B0%B0%FC_%B1%CD%B0%C9%C0%CC%2C%B8%F1%B0%C9%C0%CC%C1%F5%C1%A4_%B3%D7%C0%CC%B9%F6.jpg,https://map.naver.com/p/entry/place/19551102
세계조개박물관,반려동물업,반려동반여행,박물관,전라남도,신안군,자은면,백산리,633-93 번지,자은서부2길,508-65 번,34.87794449,125.995914,58831,전라남도 신안군 자은면 자은서부2길 508-65,전라남도 신안군 자은면 백산리 633-93,061-240-5474,http://tour.shinan.go.kr/home/tour/theme_tour/theme_tour_17/theme_tour_17_01/page.wscms,매주 월요일,"화~일 하절기 09:00~18:00, 동절기 09:00~17:00",Y,10000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1644422806
세계화석광물박물관,반려동물업,반려동반여행,박물관,전라남도,신안군,안좌면,대리,756 번지,대리길,18-20 번,34.71624789,126.16914,58841,전라남도 신안군 안좌면 대리길 18-20,전라남도 신안군 안좌면 대리 756,061-262-0230,정보없음,매주 월요일,"화~일 하절기 09:00~18:00, 동절기 09:00~17:00",Y,5000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxOTA5MTdfMTI5/MDAxNTY4NzIyMTc5NDQ1.kB-M2cGN_W1FLfJgOK_Df3DNzkFzHiI6FH2u2h7BQNsg.EsCDr5puezISsbQX5qOD1n-dFu1MFokAeOKVod4uGR8g.JPEG.ejhyun20/20190917_195654.jpg#900x675,https://map.naver.com/p/entry/place/1981219875
세미래공원,반려동물업,반려동반여행,여행지,대전광역시,유성구,반석동,,115-1 번지,반석서로83번길,43-18 번,36.39756458,127.308018,34066,대전광역시 유성구 반석서로83번길 43-18,대전광역시 유성구 반석동 115-1,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/1538194394
세미원연꽃박물관,반려동물업,반려동반여행,박물관,경기도,양평군,양서면,용담리,428-8 번지,양수로,93 번,37.54093866,127.323961,12584,경기도 양평군 양서면 양수로 93,경기도 양평군 양서면 용담리 428-8,031-775-1835,www.semiwon.or.kr,연중무휴,"매일 09:00~18:00, 7~8월 09:00~20:00",Y,5000원,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190728_4/1564324672720HA0OE_JPEG/D4J-HD_HTLeNPF9IJ3Qgg14u.jpg,https://map.naver.com/p/entry/place/1615242816
세방낙조 전망대,반려동물업,반려동반여행,여행지,전라남도,진도군,지산면,가학리,27-3 번지,,,34.440381,126.102227,58952,,전라남도 진도군 지산면 가학리 산 27-3,061-544-0151,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzExMDhfNTYg/MDAxNTEwMTA3MjUzNTg5.vHB9HOM0aOdDygdffJZ_fRHoDpXFpLiQ0mrcq_X9Y_Eg.eNCEmvEEzGaodV2niXwN1Qjmu3aB2g2Ssz9npejWUREg.JPEG.shinjy20/20171028_171426.jpg#966x1288,https://map.naver.com/p/entry/place/13587821
세병공원,반려동물업,반려동반여행,여행지,전라북도,전주시 덕진구,,,,,,35.87257775,127.130322,54825,,전라북도 전주시 덕진구 송천동2가,063-222-1000,https://deokjingu.jeonju.go.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/1631437536
세븐카페,반려동물업,반려동물식당카페,카페,경상남도,김해시,대청동,,800-11 번지,금관대로,187 번,35.18151272,128.778708,50991,경상남도 김해시 금관대로 187,경상남도 김해시 대청동 800-11,0507-1372-5787,http://instagram.com/seven_dog_ground,매주 목요일,금~수 10:00~21:00,Y,5000원,Y,해당없음,12kg 미만,"수컷 매너벨트 필수, 맹견 불가",Y,Y,"애견카페, 운동장, 노키즈존","5,000원",2022.11.30,https://ldb-phinf.pstatic.net/20240814_266/1723600267553LWRlm_JPEG/IMG_4108.jpeg,https://map.naver.com/p/entry/place/1785355809
세이멍,반려동물업,반려동물식당카페,카페,경기도,하남시,교산동,,85-9 번지,서하남로576번길,28 번,37.52107264,127.204155,13018,경기도 하남시 서하남로576번길 28,경기도 하남시 교산동 85-9,0507-1492-2012,http://www.instagram.com/say_mung,매주 화요일,수~월 11:00~22:00,Y,변동,Y,해당없음,모두 가능,"5차 접종 필수, 공격성, 입질 있는 경우 제한",Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200918_242/1600399459291fCTyp_JPEG/usA8gDqM27JcNQRbRHjmB8lU.jpg,https://map.naver.com/p/entry/place/1156908776
세인트존스 경포 호텔,반려동물업,반려동반여행,호텔,강원도,강릉시,강문동,,1-1 번지,창해로,307 번,37.79128075,128.920931,25467,강원도 강릉시 창해로 307,강원도 강릉시 강문동 1-1,033-660-9000,https://new.stjohns.co.kr/,연중무휴,매일 16:00~11:00,Y,변동,Y,해당없음,15kg 미만,"입질, 공격성 있는 경우 입장 제한",Y,Y,"애견 동반 호텔, 애견수영장, 사전문의 필수","35,000원",2022.11.30,https://ldb-phinf.pstatic.net/20181005_291/1538717564107WmMvz_PNG/%BC%BC%C0%CE%C6%AE%C1%B8%BD%BA%C8%A3%C5%DA_%C0%CC%B9%CC%C1%F6.PNG,https://map.naver.com/p/entry/place/1675156043
세인트펜션,반려동물업,반려동반여행,펜션,경기도,포천시,신북면,덕둔리,598 번지,청신로,693 번,37.97008973,127.11349,11137,경기도 포천시 신북면 청신로 693,경기도 포천시 신북면 덕둔리 598,031-535-1482,http://www.포천펜션.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20240813_68/1723520557314LTXLG_JPEG/1000013279.jpg,https://map.naver.com/p/entry/place/1193432924
세종국악당,반려동물업,반려동반여행,문예회관,경기도,여주시,하동,,107-12 번지,영릉로,125 번,37.29692248,127.625227,12643,경기도 여주시 영릉로 125,경기도 여주시 하동 107-12,031-881-9734,www.yjcf.or.kr,연중무휴,매일 09:00~22:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,,https://map.naver.com/p/entry/place/19190653
세종대왕역사문화관,반려동물업,반려동반여행,박물관,경기도,여주시,세종대왕면,왕대리,949-6 번지,영릉로,269-10 번,37.30493307,127.611333,12642,경기도 여주시 세종대왕면 영릉로 269-10,경기도 여주시 세종대왕면 왕대리 949-6,031-880-4700,http://sejong.cha.go.kr,매주 월요일,화~일 09:00~18:00,Y,500원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1527174154
세종대학교박물관,반려동물업,반려동반여행,박물관,서울특별시,광진구,군자동,,98 번지,능동로,209 번,37.55160814,127.073183,5006,서울특별시 광진구 능동로 209,서울특별시 광진구 군자동 98,02-3408-3876,http://museum.sejong.ac.kr,"매주 토, 일, 법정공휴일",월~금 10:00~15:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,http://blogfiles.naver.net/20151208_262/jaeminski_1449567031932RH11n_JPEG/20151207_123354.jpg#900x506,https://map.naver.com/p/entry/place/11620585
세종문화회관 미술관,반려동물업,반려동반여행,미술관,서울특별시,종로구,사직동,,81-3 번지,세종대로,175 번,37.57184786,126.976168,3172,서울특별시 종로구 세종대로 175,서울특별시 종로구 세종로 81-3,02-399-1153,www.sejongpac.or.kr,매주 월요일,화~일 10:30~20:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230222_56/1677046263988XVndt_JPEG/KakaoTalk_20230222_150454647.jpg,https://map.naver.com/p/entry/place/13553563
세화미술관,반려동물업,반려동반여행,미술관,서울특별시,종로구,사직동,,226 번지,새문안로,68 번,37.56964251,126.972139,3184,서울특별시 종로구 새문안로 68,서울특별시 종로구 신문로1가 226,02-2002-7787,www.sehwamuseum.org,매주 월요일,화~일 10:00~18:00,Y,8000원,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20160929_275/1475118866693GUabf_PNG/176879524446029_0.png,https://map.naver.com/p/entry/place/38627891
소낭카페,반려동물업,반려동물식당카페,카페,강원도,횡성군,공근면,삼배리,25-1 번지,금계동로,351-14 번,37.57753992,128.012623,25206,강원도 횡성군 공근면 금계동로 351-14,강원도 횡성군 공근면 삼배리 25-1,033-345-2338,https://blog.naver.com/NBlogTop.naver?isHttpsRedirect=true&blogId=tjsdnddoql&Redirect=Dlog&Qs=/tjsdnddoql/221927188660,매주 월요일,화~일 09:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200513_173/1589352514123676m6_JPEG/9nxQ0ThYuCCOtvQiQDD_5V2E.jpg,https://map.naver.com/p/entry/place/1722291666
소노펫 클럽앤리조트 비발디파크,반려동물업,반려동반여행,펜션,강원도,홍천군,서면,팔봉리,1290-2 번지,한치골길,262 번,37.65233706,127.687335,25102,강원도 홍천군 서면 한치골길 262,강원도 홍천군 서면 팔봉리 1290-2,1588-4888,https://www.sonohotelsresorts.com/daemyung.vp.sonopet.pet_randing.ds/dmparse.dm,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,45kg 이하,"입질, 공격성 있는 경우 입장 제한",Y,Y,"애견 동반 펜션, 사전문의 필수","30,000원",2022.11.30,https://ldb-phinf.pstatic.net/20210416_41/1618554472133jaEtY_JPEG/nMGYRQoYptIoJY35kHmc0_g6.jpg,https://map.naver.com/p/entry/place/1577547427
소다미술관,반려동물업,반려동반여행,미술관,경기도,화성시,안녕동,,138-109 번지,효행로707번길,30 번,37.20162012,127.006088,18362,경기도 화성시 효행로707번길 30,경기도 화성시 안녕동 138-109,070-8915-9127,www.museumsoda.org,"매주 월, 화",수~일 10:00~19:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20231029_138/1698569549803BpI8U_JPEG/%BC%D2%B4%D9%B9%CC%BC%FA%B0%FC_%C0%FC%B0%E6_%2810%29.jpg,https://map.naver.com/p/entry/place/36202951
소담공원,반려동물업,반려동반여행,여행지,부산광역시,강서구,신호동,,263 번지,,,35.08005304,128.879051,46759,,부산광역시 강서구 신호동 263,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/1199614334
소라실근린공원,반려동물업,반려동반여행,여행지,대전광역시,유성구,지족동,,994 번지,지족로328번길,14-11 번,36.38676917,127.312532,34076,대전광역시 유성구 지족로328번길 14-11,대전광역시 유성구 지족동 994,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/19608230
